X (km),Y (km),Z (km),Time Step,Revolution
-4058.521836746094,259.60068017140304,5504.819128802968,35,9
-4395.795073940571,247.19659216363158,5241.791077815381,36,9
-4715.852664309951,233.8243741438649,4958.233879501676,37,9
-5017.4514671810775,219.53691050509315,4655.268944706981,38,9
-5299.421315504907,204.390579354687,4334.091768310951,39,9
-5560.66932026587,188.44503029586878,3995.967217095241,40,9
-5800.183873430048,171.76295112756316,3642.2245826257877,41,9
-6017.038338388251,154.40982434588975,3274.252417879426,42,9
-6210.394417938604,136.45367434384676,2893.4931766261357,43,9
-6379.505190914469,117.96480621656491,2501.4376748078153,44,9
-6523.717809595463,99.01553708826023,2099.6193933400846,45,9
-6642.475851043212,79.67992088394531,1689.608641910511,46,9
-6735.321316480344,60.03346747434431,1273.0066034609158,47,9
-6801.896273782635,40.15285712661337,851.4392791295254,48,9
-6841.944139083523,20.115651196521302,426.55135349347535,49,9
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,9
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,9
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,9
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,9
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,9
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,9
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,9
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,9
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,9
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,9
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,9
-5299.421315504907,-204.390579354687,-4334.091768310951,61,9
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,9
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,9
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,9
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,9
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,9
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,9
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,9
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,9
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,9
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,9
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,9
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,9
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,9
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,9
374.20730911012157,-321.08360751971964,-6808.561454664175,76,9
801.5602360954996,-319.2615179314105,-6769.924138253854,77,9
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,9
1645.081342049529,-311.8431532198608,-6612.618094442209,79,9
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,9
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,9
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,9
3241.067564871287,-282.39790699405694,-5988.233156124263,83,9
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,9
3968.145837470315,-260.8242576357857,-5530.76502627542,85,9
4308.741117053045,-248.4603526675672,-5268.589054583768,86,9
4632.201476060469,-235.10838766705055,-4985.461320506096,87,9
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,9
5222.60276426309,-205.65434996227208,-4360.889959326707,89,9
5487.172881772175,-189.66862389276983,-4021.913456656919,90,9
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,9
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,9
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,9
6317.478600705364,-118.8455267052894,-2520.113307669248,94,9
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,9
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,9
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,9
6746.414201571984,-40.47281669801032,-858.2240054557683,98,9
6787.104780194424,-20.276902577838452,-429.97068077657207,99,9
6800.686605599999,0.0,0.0,0,10
6787.104780194424,20.27690257783847,429.9706807765725,1,10
6746.414201571984,40.472816698010156,858.224005455765,2,10
6678.779324953981,60.50708897108449,1283.0497230449873,3,10
6584.473451788016,80.299734569955,1702.7517593814948,4,10
6463.877548348887,99.77176758611303,2115.655222320254,5,10
6317.478600705362,118.84552670528979,2520.113307669256,6,10
6145.867514885683,137.4449946906201,2914.51407381364,7,10
5949.736573467533,155.49611020222963,3297.287053834077,8,10
5729.876462115454,172.92707053221042,3666.9096749864157,9,10
5487.172881772177,189.66862389276972,4021.9134566569164,10,10
5222.6027642630925,205.654349962272,4360.889959326705,11,10
4937.23011098019,220.82092746820962,4682.496458654957,12,10
4632.201476060476,235.10838766705027,4985.46132050609,13,10
4308.741117053047,248.46035266756718,5268.589054583767,14,10
3968.145837470324,260.8242576357853,5530.765026275411,15,10
3611.7795468360314,272.1515560151522,5770.95980833541,16,10
3241.067564871282,282.3979069940571,5988.233156124266,17,10
2857.4906972990652,291.5233445534512,6181.737592254719,18,10
2462.5791113967007,299.49242752916257,6350.7215886554595,19,10
2057.906039888334,306.27437022568006,6494.532336229717,20,10
1645.081342049526,311.8431532198608,6612.618094442209,21,10
1225.7449509998787,316.17761409341614,6704.53011529686,22,10
801.5602360955027,319.2615179314105,6769.924138253854,23,10
374.2073091101276,321.0836075197196,6808.561454664174,24,10
-54.623697477652634,321.6376332668296,6820.309542259811,25,10
-483.23935228118603,320.9223629640144,6805.142272117829,26,10
-909.9496197094132,318.9415715823594,6763.139692306779,27,10
-1333.0745011438116,315.7040113849472,6694.487394117118,28,10
-1750.9505969976874,311.2233627075114,6599.475468367505,29,10
-2161.9375649946437,305.51816583079045,6478.497060761545,30,10
-2564.4244510030244,298.61173443255825,6332.046536642532,31,10
-2956.8358698228776,290.5320511668085,6160.717266755404,32,10
-3337.638014428609,281.3116459718536,5965.199046776204,33,10
-3705.344473313142,270.98745775822687,5746.275164411141,34,10
-4058.521836746094,259.60068017140304,5504.819128802968,35,10
-4395.795073940571,247.19659216363158,5241.791077815381,36,10
-4715.852664309951,233.8243741438649,4958.233879501676,37,10
-5017.4514671810775,219.53691050509315,4655.268944706981,38,10
-5299.421315504907,204.390579354687,4334.091768310951,39,10
-5560.66932026587,188.44503029586878,3995.967217095241,40,10
-5800.183873430048,171.76295112756316,3642.2245826257877,41,10
-6017.038338388251,154.40982434588975,3274.252417879426,42,10
-6210.394417938604,136.45367434384676,2893.4931766261357,43,10
-6379.505190914469,117.96480621656491,2501.4376748078153,44,10
-6523.717809595463,99.01553708826023,2099.6193933400846,45,10
-6642.475851043212,79.67992088394531,1689.608641910511,46,10
-6735.321316480344,60.03346747434431,1273.0066034609158,47,10
-6801.896273782635,40.15285712661337,851.4392791295254,48,10
-6841.944139083523,20.115651196521302,426.55135349347535,49,10
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,10
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,10
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,10
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,10
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,10
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,10
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,10
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,10
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,10
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,10
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,10
-5299.421315504907,-204.390579354687,-4334.091768310951,61,10
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,10
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,10
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,10
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,10
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,10
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,10
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,10
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,10
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,10
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,10
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,10
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,10
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,10
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,10
374.20730911012157,-321.08360751971964,-6808.561454664175,76,10
801.5602360954996,-319.2615179314105,-6769.924138253854,77,10
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,10
1645.081342049529,-311.8431532198608,-6612.618094442209,79,10
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,10
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,10
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,10
3241.067564871287,-282.39790699405694,-5988.233156124263,83,10
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,10
3968.145837470315,-260.8242576357857,-5530.76502627542,85,10
4308.741117053045,-248.4603526675672,-5268.589054583768,86,10
4632.201476060469,-235.10838766705055,-4985.461320506096,87,10
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,10
5222.60276426309,-205.65434996227208,-4360.889959326707,89,10
5487.172881772175,-189.66862389276983,-4021.913456656919,90,10
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,10
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,10
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,10
6317.478600705364,-118.8455267052894,-2520.113307669248,94,10
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,10
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,10
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,10
6746.414201571984,-40.47281669801032,-858.2240054557683,98,10
6787.104780194424,-20.276902577838452,-429.97068077657207,99,10
6800.686605599999,0.0,0.0,0,11
6787.104780194424,20.27690257783847,429.9706807765725,1,11
6746.414201571984,40.472816698010156,858.224005455765,2,11
6678.779324953981,60.50708897108449,1283.0497230449873,3,11
6584.473451788016,80.299734569955,1702.7517593814948,4,11
6463.877548348887,99.77176758611303,2115.655222320254,5,11
6317.478600705362,118.84552670528979,2520.113307669256,6,11
6145.867514885683,137.4449946906201,2914.51407381364,7,11
5949.736573467533,155.49611020222963,3297.287053834077,8,11
5729.876462115454,172.92707053221042,3666.9096749864157,9,11
5487.172881772177,189.66862389276972,4021.9134566569164,10,11
5222.6027642630925,205.654349962272,4360.889959326705,11,11
4937.23011098019,220.82092746820962,4682.496458654957,12,11
4632.201476060476,235.10838766705027,4985.46132050609,13,11
4308.741117053047,248.46035266756718,5268.589054583767,14,11
3968.145837470324,260.8242576357853,5530.765026275411,15,11
3611.7795468360314,272.1515560151522,5770.95980833541,16,11
3241.067564871282,282.3979069940571,5988.233156124266,17,11
2857.4906972990652,291.5233445534512,6181.737592254719,18,11
2462.5791113967007,299.49242752916257,6350.7215886554595,19,11
2057.906039888334,306.27437022568006,6494.532336229717,20,11
1645.081342049526,311.8431532198608,6612.618094442209,21,11
1225.7449509998787,316.17761409341614,6704.53011529686,22,11
801.5602360955027,319.2615179314105,6769.924138253854,23,11
374.2073091101276,321.0836075197196,6808.561454664174,24,11
-54.623697477652634,321.6376332668296,6820.309542259811,25,11
-483.23935228118603,320.9223629640144,6805.142272117829,26,11
-909.9496197094132,318.9415715823594,6763.139692306779,27,11
-1333.0745011438116,315.7040113849472,6694.487394117118,28,11
-1750.9505969976874,311.2233627075114,6599.475468367505,29,11
-2161.9375649946437,305.51816583079045,6478.497060761545,30,11
-2564.4244510030244,298.61173443255825,6332.046536642532,31,11
-2956.8358698228776,290.5320511668085,6160.717266755404,32,11
-3337.638014428609,281.3116459718536,5965.199046776204,33,11
-3705.344473313142,270.98745775822687,5746.275164411141,34,11
-4058.521836746094,259.60068017140304,5504.819128802968,35,11
-4395.795073940571,247.19659216363158,5241.791077815381,36,11
-4715.852664309951,233.8243741438649,4958.233879501676,37,11
-5017.4514671810775,219.53691050509315,4655.268944706981,38,11
-5299.421315504907,204.390579354687,4334.091768310951,39,11
-5560.66932026587,188.44503029586878,3995.967217095241,40,11
-5800.183873430048,171.76295112756316,3642.2245826257877,41,11
-6017.038338388251,154.40982434588975,3274.252417879426,42,11
-6210.394417938604,136.45367434384676,2893.4931766261357,43,11
-6379.505190914469,117.96480621656491,2501.4376748078153,44,11
-6523.717809595463,99.01553708826023,2099.6193933400846,45,11
-6642.475851043212,79.67992088394531,1689.608641910511,46,11
-6735.321316480344,60.03346747434431,1273.0066034609158,47,11
-6801.896273782635,40.15285712661337,851.4392791295254,48,11
-6841.944139083523,20.115651196521302,426.55135349347535,49,11
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,11
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,11
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,11
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,11
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,11
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,11
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,11
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,11
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,11
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,11
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,11
-5299.421315504907,-204.390579354687,-4334.091768310951,61,11
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,11
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,11
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,11
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,11
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,11
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,11
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,11
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,11
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,11
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,11
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,11
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,11
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,11
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,11
374.20730911012157,-321.08360751971964,-6808.561454664175,76,11
801.5602360954996,-319.2615179314105,-6769.924138253854,77,11
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,11
1645.081342049529,-311.8431532198608,-6612.618094442209,79,11
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,11
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,11
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,11
3241.067564871287,-282.39790699405694,-5988.233156124263,83,11
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,11
3968.145837470315,-260.8242576357857,-5530.76502627542,85,11
4308.741117053045,-248.4603526675672,-5268.589054583768,86,11
4632.201476060469,-235.10838766705055,-4985.461320506096,87,11
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,11
5222.60276426309,-205.65434996227208,-4360.889959326707,89,11
5487.172881772175,-189.66862389276983,-4021.913456656919,90,11
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,11
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,11
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,11
6317.478600705364,-118.8455267052894,-2520.113307669248,94,11
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,11
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,11
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,11
6746.414201571984,-40.47281669801032,-858.2240054557683,98,11
6787.104780194424,-20.276902577838452,-429.97068077657207,99,11
6800.686605599999,0.0,0.0,0,12
6787.104780194424,20.27690257783847,429.9706807765725,1,12
6746.414201571984,40.472816698010156,858.224005455765,2,12
6678.779324953981,60.50708897108449,1283.0497230449873,3,12
6584.473451788016,80.299734569955,1702.7517593814948,4,12
6463.877548348887,99.77176758611303,2115.655222320254,5,12
6317.478600705362,118.84552670528979,2520.113307669256,6,12
6145.867514885683,137.4449946906201,2914.51407381364,7,12
5949.736573467533,155.49611020222963,3297.287053834077,8,12
5729.876462115454,172.92707053221042,3666.9096749864157,9,12
5487.172881772177,189.66862389276972,4021.9134566569164,10,12
5222.6027642630925,205.654349962272,4360.889959326705,11,12
4937.23011098019,220.82092746820962,4682.496458654957,12,12
4632.201476060476,235.10838766705027,4985.46132050609,13,12
4308.741117053047,248.46035266756718,5268.589054583767,14,12
3968.145837470324,260.8242576357853,5530.765026275411,15,12
3611.7795468360314,272.1515560151522,5770.95980833541,16,12
3241.067564871282,282.3979069940571,5988.233156124266,17,12
2857.4906972990652,291.5233445534512,6181.737592254719,18,12
2462.5791113967007,299.49242752916257,6350.7215886554595,19,12
2057.906039888334,306.27437022568006,6494.532336229717,20,12
1645.081342049526,311.8431532198608,6612.618094442209,21,12
1225.7449509998787,316.17761409341614,6704.53011529686,22,12
801.5602360955027,319.2615179314105,6769.924138253854,23,12
374.2073091101276,321.0836075197196,6808.561454664174,24,12
-54.623697477652634,321.6376332668296,6820.309542259811,25,12
-483.23935228118603,320.9223629640144,6805.142272117829,26,12
-909.9496197094132,318.9415715823594,6763.139692306779,27,12
-1333.0745011438116,315.7040113849472,6694.487394117118,28,12
-1750.9505969976874,311.2233627075114,6599.475468367505,29,12
-2161.9375649946437,305.51816583079045,6478.497060761545,30,12
-2564.4244510030244,298.61173443255825,6332.046536642532,31,12
-2956.8358698228776,290.5320511668085,6160.717266755404,32,12
-3337.638014428609,281.3116459718536,5965.199046776204,33,12
-3705.344473313142,270.98745775822687,5746.275164411141,34,12
-4058.521836746094,259.60068017140304,5504.819128802968,35,12
-4395.795073940571,247.19659216363158,5241.791077815381,36,12
-4715.852664309951,233.8243741438649,4958.233879501676,37,12
-5017.4514671810775,219.53691050509315,4655.268944706981,38,12
-5299.421315504907,204.390579354687,4334.091768310951,39,12
-5560.66932026587,188.44503029586878,3995.967217095241,40,12
-5800.183873430048,171.76295112756316,3642.2245826257877,41,12
-6017.038338388251,154.40982434588975,3274.252417879426,42,12
-6210.394417938604,136.45367434384676,2893.4931766261357,43,12
-6379.505190914469,117.96480621656491,2501.4376748078153,44,12
-6523.717809595463,99.01553708826023,2099.6193933400846,45,12
-6642.475851043212,79.67992088394531,1689.608641910511,46,12
-6735.321316480344,60.03346747434431,1273.0066034609158,47,12
-6801.896273782635,40.15285712661337,851.4392791295254,48,12
-6841.944139083523,20.115651196521302,426.55135349347535,49,12
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,12
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,12
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,12
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,12
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,12
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,12
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,12
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,12
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,12
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,12
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,12
-5299.421315504907,-204.390579354687,-4334.091768310951,61,12
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,12
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,12
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,12
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,12
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,12
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,12
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,12
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,12
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,12
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,12
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,12
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,12
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,12
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,12
374.20730911012157,-321.08360751971964,-6808.561454664175,76,12
801.5602360954996,-319.2615179314105,-6769.924138253854,77,12
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,12
1645.081342049529,-311.8431532198608,-6612.618094442209,79,12
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,12
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,12
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,12
3241.067564871287,-282.39790699405694,-5988.233156124263,83,12
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,12
3968.145837470315,-260.8242576357857,-5530.76502627542,85,12
4308.741117053045,-248.4603526675672,-5268.589054583768,86,12
4632.201476060469,-235.10838766705055,-4985.461320506096,87,12
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,12
5222.60276426309,-205.65434996227208,-4360.889959326707,89,12
5487.172881772175,-189.66862389276983,-4021.913456656919,90,12
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,12
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,12
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,12
6317.478600705364,-118.8455267052894,-2520.113307669248,94,12
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,12
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,12
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,12
6746.414201571984,-40.47281669801032,-858.2240054557683,98,12
6787.104780194424,-20.276902577838452,-429.97068077657207,99,12
6800.686605599999,0.0,0.0,0,13
6787.104780194424,20.27690257783847,429.9706807765725,1,13
6746.414201571984,40.472816698010156,858.224005455765,2,13
6678.779324953981,60.50708897108449,1283.0497230449873,3,13
6584.473451788016,80.299734569955,1702.7517593814948,4,13
6463.877548348887,99.77176758611303,2115.655222320254,5,13
6317.478600705362,118.84552670528979,2520.113307669256,6,13
6145.867514885683,137.4449946906201,2914.51407381364,7,13
5949.736573467533,155.49611020222963,3297.287053834077,8,13
5729.876462115454,172.92707053221042,3666.9096749864157,9,13
5487.172881772177,189.66862389276972,4021.9134566569164,10,13
5222.6027642630925,205.654349962272,4360.889959326705,11,13
4937.23011098019,220.82092746820962,4682.496458654957,12,13
4632.201476060476,235.10838766705027,4985.46132050609,13,13
4308.741117053047,248.46035266756718,5268.589054583767,14,13
3968.145837470324,260.8242576357853,5530.765026275411,15,13
3611.7795468360314,272.1515560151522,5770.95980833541,16,13
3241.067564871282,282.3979069940571,5988.233156124266,17,13
2857.4906972990652,291.5233445534512,6181.737592254719,18,13
2462.5791113967007,299.49242752916257,6350.7215886554595,19,13
2057.906039888334,306.27437022568006,6494.532336229717,20,13
1645.081342049526,311.8431532198608,6612.618094442209,21,13
1225.7449509998787,316.17761409341614,6704.53011529686,22,13
801.5602360955027,319.2615179314105,6769.924138253854,23,13
374.2073091101276,321.0836075197196,6808.561454664174,24,13
-54.623697477652634,321.6376332668296,6820.309542259811,25,13
-483.23935228118603,320.9223629640144,6805.142272117829,26,13
-909.9496197094132,318.9415715823594,6763.139692306779,27,13
-1333.0745011438116,315.7040113849472,6694.487394117118,28,13
-1750.9505969976874,311.2233627075114,6599.475468367505,29,13
-2161.9375649946437,305.51816583079045,6478.497060761545,30,13
-2564.4244510030244,298.61173443255825,6332.046536642532,31,13
-2956.8358698228776,290.5320511668085,6160.717266755404,32,13
-3337.638014428609,281.3116459718536,5965.199046776204,33,13
-3705.344473313142,270.98745775822687,5746.275164411141,34,13
-4058.521836746094,259.60068017140304,5504.819128802968,35,13
-4395.795073940571,247.19659216363158,5241.791077815381,36,13
-4715.852664309951,233.8243741438649,4958.233879501676,37,13
-5017.4514671810775,219.53691050509315,4655.268944706981,38,13
-5299.421315504907,204.390579354687,4334.091768310951,39,13
-5560.66932026587,188.44503029586878,3995.967217095241,40,13
-5800.183873430048,171.76295112756316,3642.2245826257877,41,13
-6017.038338388251,154.40982434588975,3274.252417879426,42,13
-6210.394417938604,136.45367434384676,2893.4931766261357,43,13
-6379.505190914469,117.96480621656491,2501.4376748078153,44,13
-6523.717809595463,99.01553708826023,2099.6193933400846,45,13
-6642.475851043212,79.67992088394531,1689.608641910511,46,13
-6735.321316480344,60.03346747434431,1273.0066034609158,47,13
-6801.896273782635,40.15285712661337,851.4392791295254,48,13
-6841.944139083523,20.115651196521302,426.55135349347535,49,13
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,13
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,13
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,13
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,13
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,13
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,13
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,13
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,13
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,13
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,13
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,13
-5299.421315504907,-204.390579354687,-4334.091768310951,61,13
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,13
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,13
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,13
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,13
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,13
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,13
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,13
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,13
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,13
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,13
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,13
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,13
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,13
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,13
374.20730911012157,-321.08360751971964,-6808.561454664175,76,13
801.5602360954996,-319.2615179314105,-6769.924138253854,77,13
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,13
1645.081342049529,-311.8431532198608,-6612.618094442209,79,13
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,13
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,13
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,13
3241.067564871287,-282.39790699405694,-5988.233156124263,83,13
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,13
3968.145837470315,-260.8242576357857,-5530.76502627542,85,13
4308.741117053045,-248.4603526675672,-5268.589054583768,86,13
4632.201476060469,-235.10838766705055,-4985.461320506096,87,13
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,13
5222.60276426309,-205.65434996227208,-4360.889959326707,89,13
5487.172881772175,-189.66862389276983,-4021.913456656919,90,13
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,13
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,13
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,13
6317.478600705364,-118.8455267052894,-2520.113307669248,94,13
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,13
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,13
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,13
6746.414201571984,-40.47281669801032,-858.2240054557683,98,13
6787.104780194424,-20.276902577838452,-429.97068077657207,99,13
6800.686605599999,0.0,0.0,0,14
